date,team,opponent,is_home,goals_for,goals_against,xg,shots,shots_on_target,possession_pct,corners,tournament,season,source,sot_pct,match_id
2018-06-23 00:00:00+00:00,Mexico,South Korea,False,2,1,1.878,14,5,,0,FIFA World Cup,2018,statsbomb,0.35714285714285715,7553.0
2018-06-23 00:00:00+00:00,Sweden,Germany,False,1,2,0.815,7,6,,0,FIFA World Cup,2018,statsbomb,0.8571428571428571,7551.0
2018-06-23 00:00:00+00:00,Germany,Sweden,True,2,1,1.318,18,5,,0,FIFA World Cup,2018,statsbomb,0.2777777777777778,7551.0
2018-06-24 00:00:00+00:00,Senegal,Japan,False,2,2,1.878,15,7,,0,FIFA World Cup,2018,statsbomb,0.4666666666666667,7556.0
2018-06-24 00:00:00+00:00,Panama,England,False,1,6,1.08,8,2,,0,FIFA World Cup,2018,statsbomb,0.25,7554.0
2018-06-24 00:00:00+00:00,England,Panama,True,6,1,3.168,11,7,,0,FIFA World Cup,2018,statsbomb,0.6363636363636364,7554.0
2018-06-24 00:00:00+00:00,Japan,Senegal,True,2,2,0.982,7,3,,0,FIFA World Cup,2018,statsbomb,0.42857142857142855,7556.0
2018-06-24 00:00:00+00:00,Colombia,Poland,False,3,0,1.387,13,3,,0,FIFA World Cup,2018,statsbomb,0.23076923076923078,7555.0
2018-06-24 00:00:00+00:00,Poland,Colombia,True,0,3,1.114,11,2,,0,FIFA World Cup,2018,statsbomb,0.18181818181818182,7555.0
2018-06-25 00:00:00+00:00,Morocco,Spain,False,2,2,1.072,8,3,,0,FIFA World Cup,2018,statsbomb,0.375,7560.0
2018-06-25 00:00:00+00:00,Uruguay,Russia,True,3,0,2.483,16,6,,0,FIFA World Cup,2018,statsbomb,0.375,7558.0
2018-06-25 00:00:00+00:00,Russia,Uruguay,False,0,3,0.18,3,1,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7558.0
2018-06-25 00:00:00+00:00,Spain,Morocco,True,2,2,2.604,18,3,,0,FIFA World Cup,2018,statsbomb,0.16666666666666666,7560.0
2018-06-25 00:00:00+00:00,Portugal,Iran,False,1,1,1.522,15,4,,0,FIFA World Cup,2018,statsbomb,0.26666666666666666,7557.0
2018-06-25 00:00:00+00:00,Egypt,Saudi Arabia,False,1,2,0.924,8,1,,0,FIFA World Cup,2018,statsbomb,0.125,7559.0
2018-06-25 00:00:00+00:00,Iran,Portugal,True,1,1,1.577,9,2,,0,FIFA World Cup,2018,statsbomb,0.2222222222222222,7557.0
2018-06-25 00:00:00+00:00,Saudi Arabia,Egypt,True,2,1,2.546,21,7,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7559.0
2018-06-26 00:00:00+00:00,Denmark,France,True,0,0,0.139,5,1,,0,FIFA World Cup,2018,statsbomb,0.2,7563.0
2018-06-26 00:00:00+00:00,Croatia,Iceland,False,2,1,0.674,13,2,,0,FIFA World Cup,2018,statsbomb,0.15384615384615385,7561.0
2018-06-26 00:00:00+00:00,Iceland,Croatia,True,1,2,2.133,17,6,,0,FIFA World Cup,2018,statsbomb,0.35294117647058826,7561.0
2018-06-26 00:00:00+00:00,France,Denmark,False,0,0,0.418,11,4,,0,FIFA World Cup,2018,statsbomb,0.36363636363636365,7563.0
2018-06-26 00:00:00+00:00,Nigeria,Argentina,True,1,2,1.305,9,3,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7564.0
2018-06-26 00:00:00+00:00,Argentina,Nigeria,False,2,1,0.851,8,3,,0,FIFA World Cup,2018,statsbomb,0.375,7564.0
2018-06-26 00:00:00+00:00,Australia,Peru,True,0,2,1.629,16,2,,0,FIFA World Cup,2018,statsbomb,0.125,7562.0
2018-06-26 00:00:00+00:00,Peru,Australia,False,2,0,0.336,4,3,,0,FIFA World Cup,2018,statsbomb,0.75,7562.0
2018-06-27 00:00:00+00:00,South Korea,Germany,True,2,0,1.775,12,5,,0,FIFA World Cup,2018,statsbomb,0.4166666666666667,7567.0
2018-06-27 00:00:00+00:00,Switzerland,Costa Rica,True,2,2,1.22,13,3,,0,FIFA World Cup,2018,statsbomb,0.23076923076923078,7568.0
2018-06-27 00:00:00+00:00,Costa Rica,Switzerland,False,2,2,1.576,14,6,,0,FIFA World Cup,2018,statsbomb,0.42857142857142855,7568.0
2018-06-27 00:00:00+00:00,Mexico,Sweden,True,0,3,1.611,22,3,,0,FIFA World Cup,2018,statsbomb,0.13636363636363635,7566.0
2018-06-27 00:00:00+00:00,Serbia,Brazil,True,0,2,0.948,11,1,,0,FIFA World Cup,2018,statsbomb,0.09090909090909091,7565.0
2018-06-27 00:00:00+00:00,Brazil,Serbia,False,2,0,1.42,15,7,,0,FIFA World Cup,2018,statsbomb,0.4666666666666667,7565.0
2018-06-27 00:00:00+00:00,Germany,South Korea,False,0,2,2.706,29,6,,0,FIFA World Cup,2018,statsbomb,0.20689655172413793,7567.0
2018-06-27 00:00:00+00:00,Sweden,Mexico,False,3,0,2.79,15,5,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7566.0
2018-06-28 00:00:00+00:00,Senegal,Colombia,True,0,1,0.361,7,3,,0,FIFA World Cup,2018,statsbomb,0.42857142857142855,7571.0
2018-06-28 00:00:00+00:00,England,Belgium,True,0,1,1.201,12,1,,0,FIFA World Cup,2018,statsbomb,0.08333333333333333,7570.0
2018-06-28 00:00:00+00:00,Panama,Tunisia,True,1,2,0.691,9,4,,0,FIFA World Cup,2018,statsbomb,0.4444444444444444,7569.0
2018-06-28 00:00:00+00:00,Tunisia,Panama,False,2,1,2.852,15,6,,0,FIFA World Cup,2018,statsbomb,0.4,7569.0
2018-06-28 00:00:00+00:00,Japan,Poland,True,0,1,0.891,11,3,,0,FIFA World Cup,2018,statsbomb,0.2727272727272727,7572.0
2018-06-28 00:00:00+00:00,Poland,Japan,False,1,0,1.041,11,2,,0,FIFA World Cup,2018,statsbomb,0.18181818181818182,7572.0
2018-06-28 00:00:00+00:00,Colombia,Senegal,False,1,0,0.285,4,2,,0,FIFA World Cup,2018,statsbomb,0.5,7571.0
2018-06-28 00:00:00+00:00,Belgium,England,False,1,0,0.965,14,3,,0,FIFA World Cup,2018,statsbomb,0.21428571428571427,7570.0
2018-06-30 00:00:00+00:00,France,Argentina,True,4,3,1.638,9,4,,0,FIFA World Cup,2018,statsbomb,0.4444444444444444,7580.0
2018-06-30 00:00:00+00:00,Argentina,France,False,3,4,1.447,12,4,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7580.0
2018-06-30 00:00:00+00:00,Portugal,Uruguay,False,1,2,0.996,21,4,,0,FIFA World Cup,2018,statsbomb,0.19047619047619047,7579.0
2018-06-30 00:00:00+00:00,Uruguay,Portugal,True,2,1,0.476,7,3,,0,FIFA World Cup,2018,statsbomb,0.42857142857142855,7579.0
2018-07-01 00:00:00+00:00,Spain,Russia,True,1,1,5.359,29,14,,0,FIFA World Cup,2018,statsbomb,0.4827586206896552,7582.0
2018-07-01 00:00:00+00:00,Croatia,Denmark,True,1,1,6.088,26,11,,0,FIFA World Cup,2018,statsbomb,0.4230769230769231,7581.0
2018-07-01 00:00:00+00:00,Denmark,Croatia,False,1,1,4.614,19,8,,0,FIFA World Cup,2018,statsbomb,0.42105263157894735,7581.0
2018-07-01 00:00:00+00:00,Russia,Spain,False,1,1,4.54,12,5,,0,FIFA World Cup,2018,statsbomb,0.4166666666666667,7582.0
2018-07-02 00:00:00+00:00,Japan,Belgium,False,2,3,0.694,12,4,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,7584.0
2018-07-02 00:00:00+00:00,Belgium,Japan,True,3,2,2.918,28,7,,0,FIFA World Cup,2018,statsbomb,0.25,7584.0
2018-07-02 00:00:00+00:00,Mexico,Brazil,False,0,2,0.583,14,1,,0,FIFA World Cup,2018,statsbomb,0.07142857142857142,7583.0
2018-07-02 00:00:00+00:00,Brazil,Mexico,True,2,0,3.32,19,10,,0,FIFA World Cup,2018,statsbomb,0.5263157894736842,7583.0
2018-07-03 00:00:00+00:00,Switzerland,Sweden,False,0,1,0.533,16,3,,0,FIFA World Cup,2018,statsbomb,0.1875,7586.0
2018-07-03 00:00:00+00:00,England,Colombia,False,1,1,6.162,22,7,,0,FIFA World Cup,2018,statsbomb,0.3181818181818182,7585.0
2018-07-03 00:00:00+00:00,Colombia,England,True,1,1,4.749,19,8,,0,FIFA World Cup,2018,statsbomb,0.42105263157894735,7585.0
2018-07-03 00:00:00+00:00,Sweden,Switzerland,True,1,0,0.91,12,3,,0,FIFA World Cup,2018,statsbomb,0.25,7586.0
2018-07-06 00:00:00+00:00,Uruguay,France,True,0,2,0.693,10,4,,0,FIFA World Cup,2018,statsbomb,0.4,8649.0
2018-07-06 00:00:00+00:00,France,Uruguay,False,2,0,0.539,11,2,,0,FIFA World Cup,2018,statsbomb,0.18181818181818182,8649.0
2018-07-06 00:00:00+00:00,Brazil,Belgium,True,1,2,2.609,25,9,,0,FIFA World Cup,2018,statsbomb,0.36,8650.0
2018-07-06 00:00:00+00:00,Belgium,Brazil,False,2,1,0.405,8,3,,0,FIFA World Cup,2018,statsbomb,0.375,8650.0
2018-07-07 00:00:00+00:00,Russia,Croatia,True,2,2,4.988,18,10,,0,FIFA World Cup,2018,statsbomb,0.5555555555555556,8652.0
2018-07-07 00:00:00+00:00,Sweden,England,True,0,2,0.834,8,3,,0,FIFA World Cup,2018,statsbomb,0.375,8651.0
2018-07-07 00:00:00+00:00,England,Sweden,False,2,0,0.758,12,2,,0,FIFA World Cup,2018,statsbomb,0.16666666666666666,8651.0
2018-07-07 00:00:00+00:00,Croatia,Russia,False,2,2,5.568,23,9,,0,FIFA World Cup,2018,statsbomb,0.391304347826087,8652.0
2018-07-10 00:00:00+00:00,Belgium,France,False,0,1,0.567,9,2,,0,FIFA World Cup,2018,statsbomb,0.2222222222222222,8655.0
2018-07-10 00:00:00+00:00,France,Belgium,True,1,0,1.682,19,5,,0,FIFA World Cup,2018,statsbomb,0.2631578947368421,8655.0
2018-07-11 00:00:00+00:00,England,Croatia,False,1,2,0.547,11,1,,0,FIFA World Cup,2018,statsbomb,0.09090909090909091,8656.0
2018-07-11 00:00:00+00:00,Croatia,England,True,2,1,2.141,22,7,,0,FIFA World Cup,2018,statsbomb,0.3181818181818182,8656.0
2018-07-14 00:00:00+00:00,England,Belgium,False,0,2,1.335,15,5,,0,FIFA World Cup,2018,statsbomb,0.3333333333333333,8657.0
2018-07-14 00:00:00+00:00,Belgium,England,True,2,0,1.321,11,4,,0,FIFA World Cup,2018,statsbomb,0.36363636363636365,8657.0
2018-07-15 00:00:00+00:00,France,Croatia,True,4,2,1.098,8,6,,0,FIFA World Cup,2018,statsbomb,0.75,8658.0
2018-07-15 00:00:00+00:00,Croatia,France,False,2,4,1.48,15,3,,0,FIFA World Cup,2018,statsbomb,0.2,8658.0
2022-11-20 00:00:00+00:00,Ecuador,Qatar,False,2,0,1.154,6,3,,0,FIFA World Cup,2022,statsbomb,0.5,3857286.0
2022-11-20 00:00:00+00:00,Qatar,Ecuador,True,0,2,0.304,5,0,,0,FIFA World Cup,2022,statsbomb,0.0,3857286.0
2022-11-21 00:00:00+00:00,United States,Wales,True,1,1,0.602,6,1,,0,FIFA World Cup,2022,statsbomb,0.16666666666666666,3857282.0
2022-11-21 00:00:00+00:00,Netherlands,Senegal,False,2,0,1.124,10,3,,0,FIFA World Cup,2022,statsbomb,0.3,3857285.0
2022-11-21 00:00:00+00:00,Iran,England,False,2,6,1.456,8,3,,0,FIFA World Cup,2022,statsbomb,0.375,3857271.0
2022-11-21 00:00:00+00:00,Wales,United States,False,1,1,1.395,7,3,,0,FIFA World Cup,2022,statsbomb,0.42857142857142855,3857282.0
2022-11-21 00:00:00+00:00,Senegal,Netherlands,True,0,2,0.691,15,4,,0,FIFA World Cup,2022,statsbomb,0.26666666666666666,3857285.0
2022-11-21 00:00:00+00:00,England,Iran,True,6,2,1.987,13,7,,0,FIFA World Cup,2022,statsbomb,0.5384615384615384,3857271.0
2022-11-22 00:00:00+00:00,Poland,Mexico,False,0,0,1.138,6,2,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857265.0
2022-11-22 00:00:00+00:00,Australia,France,False,1,4,0.323,4,1,,0,FIFA World Cup,2022,statsbomb,0.25,3857279.0
2022-11-22 00:00:00+00:00,France,Australia,True,4,1,3.17,23,6,,0,FIFA World Cup,2022,statsbomb,0.2608695652173913,3857279.0
2022-11-22 00:00:00+00:00,Denmark,Tunisia,True,0,0,1.567,11,5,,0,FIFA World Cup,2022,statsbomb,0.45454545454545453,3857254.0
2022-11-22 00:00:00+00:00,Tunisia,Denmark,False,0,0,1.06,13,1,,0,FIFA World Cup,2022,statsbomb,0.07692307692307693,3857254.0
2022-11-22 00:00:00+00:00,Argentina,Saudi Arabia,True,1,2,2.492,15,6,,0,FIFA World Cup,2022,statsbomb,0.4,3857300.0
2022-11-22 00:00:00+00:00,Saudi Arabia,Argentina,False,2,1,0.153,3,2,,0,FIFA World Cup,2022,statsbomb,0.6666666666666666,3857300.0
2022-11-22 00:00:00+00:00,Mexico,Poland,True,0,0,0.529,11,4,,0,FIFA World Cup,2022,statsbomb,0.36363636363636365,3857265.0
2022-11-23 00:00:00+00:00,Japan,Germany,False,2,1,1.249,12,4,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857284.0
2022-11-23 00:00:00+00:00,Belgium,Canada,True,1,0,0.67,9,3,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857268.0
2022-11-23 00:00:00+00:00,Germany,Japan,True,1,2,2.768,26,9,,0,FIFA World Cup,2022,statsbomb,0.34615384615384615,3857284.0
2022-11-23 00:00:00+00:00,Morocco,Croatia,True,0,0,0.363,8,2,,0,FIFA World Cup,2022,statsbomb,0.25,3857277.0
2022-11-23 00:00:00+00:00,Croatia,Morocco,False,0,0,0.85,5,1,,0,FIFA World Cup,2022,statsbomb,0.2,3857277.0
2022-11-23 00:00:00+00:00,Canada,Belgium,False,0,1,2.546,22,3,,0,FIFA World Cup,2022,statsbomb,0.13636363636363635,3857268.0
2022-11-23 00:00:00+00:00,Costa Rica,Spain,False,0,7,0.0,0,0,,0,FIFA World Cup,2022,statsbomb,0.0,3857291.0
2022-11-23 00:00:00+00:00,Spain,Costa Rica,True,7,0,2.762,17,8,,0,FIFA World Cup,2022,statsbomb,0.47058823529411764,3857291.0
2022-11-24 00:00:00+00:00,Cameroon,Switzerland,False,0,1,0.613,8,5,,0,FIFA World Cup,2022,statsbomb,0.625,3857290.0
2022-11-24 00:00:00+00:00,Portugal,Ghana,True,3,2,2.097,11,5,,0,FIFA World Cup,2022,statsbomb,0.45454545454545453,3857298.0
2022-11-24 00:00:00+00:00,Ghana,Portugal,False,2,3,0.78,9,3,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857298.0
2022-11-24 00:00:00+00:00,Uruguay,South Korea,True,0,0,0.417,10,1,,0,FIFA World Cup,2022,statsbomb,0.1,3857287.0
2022-11-24 00:00:00+00:00,Switzerland,Cameroon,True,1,0,1.427,7,3,,0,FIFA World Cup,2022,statsbomb,0.42857142857142855,3857290.0
2022-11-24 00:00:00+00:00,South Korea,Uruguay,False,0,0,0.493,7,0,,0,FIFA World Cup,2022,statsbomb,0.0,3857287.0
2022-11-24 00:00:00+00:00,Serbia,Brazil,False,0,2,0.163,5,0,,0,FIFA World Cup,2022,statsbomb,0.0,3857258.0
2022-11-24 00:00:00+00:00,Brazil,Serbia,True,2,0,2.124,23,9,,0,FIFA World Cup,2022,statsbomb,0.391304347826087,3857258.0
2022-11-25 00:00:00+00:00,Iran,Wales,False,2,0,1.454,21,6,,0,FIFA World Cup,2022,statsbomb,0.2857142857142857,3857273.0
2022-11-25 00:00:00+00:00,Netherlands,Ecuador,True,1,1,0.104,2,1,,0,FIFA World Cup,2022,statsbomb,0.5,3857274.0
2022-11-25 00:00:00+00:00,Wales,Iran,True,0,2,0.616,10,3,,0,FIFA World Cup,2022,statsbomb,0.3,3857273.0
2022-11-25 00:00:00+00:00,England,United States,True,0,0,0.461,8,3,,0,FIFA World Cup,2022,statsbomb,0.375,3857272.0
2022-11-25 00:00:00+00:00,Ecuador,Netherlands,False,1,1,1.651,15,4,,0,FIFA World Cup,2022,statsbomb,0.26666666666666666,3857274.0
2022-11-25 00:00:00+00:00,United States,England,False,0,0,0.514,10,1,,0,FIFA World Cup,2022,statsbomb,0.1,3857272.0
2022-11-25 00:00:00+00:00,Senegal,Qatar,False,3,1,0.903,12,4,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857301.0
2022-11-25 00:00:00+00:00,Qatar,Senegal,True,1,3,0.96,10,3,,0,FIFA World Cup,2022,statsbomb,0.3,3857301.0
2022-11-26 00:00:00+00:00,Mexico,Argentina,False,0,2,0.206,4,1,,0,FIFA World Cup,2022,statsbomb,0.25,3857289.0
2022-11-26 00:00:00+00:00,Australia,Tunisia,False,1,0,0.359,9,2,,0,FIFA World Cup,2022,statsbomb,0.2222222222222222,3857288.0
2022-11-26 00:00:00+00:00,Denmark,France,False,1,2,0.889,10,2,,0,FIFA World Cup,2022,statsbomb,0.2,3857266.0
2022-11-26 00:00:00+00:00,France,Denmark,True,2,1,1.934,21,6,,0,FIFA World Cup,2022,statsbomb,0.2857142857142857,3857266.0
2022-11-26 00:00:00+00:00,Argentina,Mexico,True,2,0,0.325,5,2,,0,FIFA World Cup,2022,statsbomb,0.4,3857289.0
2022-11-26 00:00:00+00:00,Saudi Arabia,Poland,False,0,2,1.972,17,5,,0,FIFA World Cup,2022,statsbomb,0.29411764705882354,3857297.0
2022-11-26 00:00:00+00:00,Poland,Saudi Arabia,True,2,0,1.734,9,3,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857297.0
2022-11-26 00:00:00+00:00,Tunisia,Australia,True,0,1,1.052,14,4,,0,FIFA World Cup,2022,statsbomb,0.2857142857142857,3857288.0
2022-11-27 00:00:00+00:00,Morocco,Belgium,False,2,0,0.991,10,4,,0,FIFA World Cup,2022,statsbomb,0.4,3857283.0
2022-11-27 00:00:00+00:00,Costa Rica,Japan,False,1,0,0.199,4,1,,0,FIFA World Cup,2022,statsbomb,0.25,3857295.0
2022-11-27 00:00:00+00:00,Croatia,Canada,True,4,1,2.61,13,10,,0,FIFA World Cup,2022,statsbomb,0.7692307692307693,3857281.0
2022-11-27 00:00:00+00:00,Canada,Croatia,False,1,4,0.287,8,2,,0,FIFA World Cup,2022,statsbomb,0.25,3857281.0
2022-11-27 00:00:00+00:00,Germany,Spain,False,1,1,1.147,11,4,,0,FIFA World Cup,2022,statsbomb,0.36363636363636365,3857263.0
2022-11-27 00:00:00+00:00,Spain,Germany,True,1,1,0.64,7,3,,0,FIFA World Cup,2022,statsbomb,0.42857142857142855,3857263.0
2022-11-27 00:00:00+00:00,Japan,Costa Rica,True,0,1,0.774,13,3,,0,FIFA World Cup,2022,statsbomb,0.23076923076923078,3857295.0
2022-11-27 00:00:00+00:00,Belgium,Morocco,True,0,2,0.643,10,4,,0,FIFA World Cup,2022,statsbomb,0.4,3857283.0
2022-11-28 00:00:00+00:00,Brazil,Switzerland,True,1,0,0.923,13,5,,0,FIFA World Cup,2022,statsbomb,0.38461538461538464,3857269.0
2022-11-28 00:00:00+00:00,Switzerland,Brazil,False,0,1,0.289,6,0,,0,FIFA World Cup,2022,statsbomb,0.0,3857269.0
2022-11-28 00:00:00+00:00,Uruguay,Portugal,False,0,2,1.217,11,3,,0,FIFA World Cup,2022,statsbomb,0.2727272727272727,3857270.0
2022-11-28 00:00:00+00:00,Portugal,Uruguay,True,2,0,1.214,15,3,,0,FIFA World Cup,2022,statsbomb,0.2,3857270.0
2022-11-28 00:00:00+00:00,Ghana,South Korea,False,3,2,1.181,7,3,,0,FIFA World Cup,2022,statsbomb,0.42857142857142855,3857299.0
2022-11-28 00:00:00+00:00,Cameroon,Serbia,True,3,3,2.07,13,8,,0,FIFA World Cup,2022,statsbomb,0.6153846153846154,3857259.0
2022-11-28 00:00:00+00:00,South Korea,Ghana,True,2,3,1.368,21,6,,0,FIFA World Cup,2022,statsbomb,0.2857142857142857,3857299.0
2022-11-28 00:00:00+00:00,Serbia,Cameroon,False,3,3,1.738,15,5,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857259.0
2022-11-29 00:00:00+00:00,Ecuador,Senegal,True,1,2,1.002,9,4,,0,FIFA World Cup,2022,statsbomb,0.4444444444444444,3857267.0
2022-11-29 00:00:00+00:00,Senegal,Ecuador,False,2,1,1.707,13,3,,0,FIFA World Cup,2022,statsbomb,0.23076923076923078,3857267.0
2022-11-29 00:00:00+00:00,Qatar,Netherlands,False,0,2,0.144,5,3,,0,FIFA World Cup,2022,statsbomb,0.6,3857294.0
2022-11-29 00:00:00+00:00,Netherlands,Qatar,True,2,0,1.714,13,4,,0,FIFA World Cup,2022,statsbomb,0.3076923076923077,3857294.0
2022-11-29 00:00:00+00:00,Wales,England,True,0,3,0.208,7,1,,0,FIFA World Cup,2022,statsbomb,0.14285714285714285,3857261.0
2022-11-29 00:00:00+00:00,England,Wales,False,3,0,2.915,18,7,,0,FIFA World Cup,2022,statsbomb,0.3888888888888889,3857261.0
2022-11-29 00:00:00+00:00,Iran,United States,True,0,1,0.921,4,1,,0,FIFA World Cup,2022,statsbomb,0.25,3857278.0
2022-11-29 00:00:00+00:00,United States,Iran,False,1,0,1.17,12,5,,0,FIFA World Cup,2022,statsbomb,0.4166666666666667,3857278.0
2022-11-30 00:00:00+00:00,Argentina,Poland,False,2,0,3.077,24,13,,0,FIFA World Cup,2022,statsbomb,0.5416666666666666,3857264.0
2022-11-30 00:00:00+00:00,Denmark,Australia,False,0,1,0.737,14,4,,0,FIFA World Cup,2022,statsbomb,0.2857142857142857,3857257.0
2022-11-30 00:00:00+00:00,Australia,Denmark,True,1,0,0.47,8,4,,0,FIFA World Cup,2022,statsbomb,0.5,3857257.0
2022-11-30 00:00:00+00:00,Saudi Arabia,Mexico,True,1,2,1.076,10,2,,0,FIFA World Cup,2022,statsbomb,0.2,3857260.0
2022-11-30 00:00:00+00:00,Mexico,Saudi Arabia,False,2,1,2.322,26,10,,0,FIFA World Cup,2022,statsbomb,0.38461538461538464,3857260.0
2022-11-30 00:00:00+00:00,Poland,Argentina,True,0,2,0.198,4,0,,0,FIFA World Cup,2022,statsbomb,0.0,3857264.0
2022-11-30 00:00:00+00:00,France,Tunisia,False,0,1,0.477,10,3,,0,FIFA World Cup,2022,statsbomb,0.3,3857275.0
2022-11-30 00:00:00+00:00,Tunisia,France,True,1,0,0.298,5,3,,0,FIFA World Cup,2022,statsbomb,0.6,3857275.0
2022-12-01 00:00:00+00:00,Germany,Costa Rica,False,4,2,4.316,31,11,,0,FIFA World Cup,2022,statsbomb,0.3548387096774194,3857292.0
2022-12-01 00:00:00+00:00,Costa Rica,Germany,True,2,4,1.035,7,5,,0,FIFA World Cup,2022,statsbomb,0.7142857142857143,3857292.0
2022-12-01 00:00:00+00:00,Japan,Spain,True,2,1,1.158,6,3,,0,FIFA World Cup,2022,statsbomb,0.5,3857255.0
2022-12-01 00:00:00+00:00,Spain,Japan,False,1,2,0.858,12,5,,0,FIFA World Cup,2022,statsbomb,0.4166666666666667,3857255.0
2022-12-01 00:00:00+00:00,Belgium,Croatia,False,0,0,2.382,16,3,,0,FIFA World Cup,2022,statsbomb,0.1875,3857296.0
2022-12-01 00:00:00+00:00,Croatia,Belgium,True,0,0,0.695,11,4,,0,FIFA World Cup,2022,statsbomb,0.36363636363636365,3857296.0
2022-12-01 00:00:00+00:00,Canada,Morocco,True,1,2,1.096,5,0,,0,FIFA World Cup,2022,statsbomb,0.0,3857276.0
2022-12-01 00:00:00+00:00,Morocco,Canada,False,2,1,0.426,7,2,,0,FIFA World Cup,2022,statsbomb,0.2857142857142857,3857276.0
2022-12-02 00:00:00+00:00,Portugal,South Korea,False,1,2,0.974,13,6,,0,FIFA World Cup,2022,statsbomb,0.46153846153846156,3857262.0
2022-12-02 00:00:00+00:00,Brazil,Cameroon,False,0,1,2.378,21,8,,0,FIFA World Cup,2022,statsbomb,0.38095238095238093,3857280.0
2022-12-02 00:00:00+00:00,Switzerland,Serbia,False,3,2,3.104,14,7,,0,FIFA World Cup,2022,statsbomb,0.5,3857256.0
2022-12-02 00:00:00+00:00,Serbia,Switzerland,True,2,3,1.189,12,4,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3857256.0
2022-12-02 00:00:00+00:00,Uruguay,Ghana,False,2,0,1.637,12,6,,0,FIFA World Cup,2022,statsbomb,0.5,3857293.0
2022-12-02 00:00:00+00:00,Cameroon,Brazil,True,1,0,0.383,7,3,,0,FIFA World Cup,2022,statsbomb,0.42857142857142855,3857280.0
2022-12-02 00:00:00+00:00,Ghana,Uruguay,True,0,2,1.393,9,4,,0,FIFA World Cup,2022,statsbomb,0.4444444444444444,3857293.0
2022-12-02 00:00:00+00:00,South Korea,Portugal,True,2,1,1.399,12,6,,0,FIFA World Cup,2022,statsbomb,0.5,3857262.0
2022-12-03 00:00:00+00:00,Australia,Argentina,False,1,2,0.426,5,1,,0,FIFA World Cup,2022,statsbomb,0.2,3869151.0
2022-12-03 00:00:00+00:00,Netherlands,United States,True,3,1,1.482,11,6,,0,FIFA World Cup,2022,statsbomb,0.5454545454545454,3869117.0
2022-12-03 00:00:00+00:00,United States,Netherlands,False,1,3,1.652,18,6,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3869117.0
2022-12-03 00:00:00+00:00,Argentina,Australia,True,2,1,1.482,14,5,,0,FIFA World Cup,2022,statsbomb,0.35714285714285715,3869151.0
2022-12-04 00:00:00+00:00,Poland,France,False,1,3,1.594,12,2,,0,FIFA World Cup,2022,statsbomb,0.16666666666666666,3869152.0
2022-12-04 00:00:00+00:00,France,Poland,True,3,1,1.126,16,8,,0,FIFA World Cup,2022,statsbomb,0.5,3869152.0
2022-12-04 00:00:00+00:00,England,Senegal,True,3,0,1.02,8,4,,0,FIFA World Cup,2022,statsbomb,0.5,3869118.0
2022-12-04 00:00:00+00:00,Senegal,England,False,0,3,0.973,10,1,,0,FIFA World Cup,2022,statsbomb,0.1,3869118.0
2022-12-05 00:00:00+00:00,Brazil,South Korea,True,4,1,3.261,18,10,,0,FIFA World Cup,2022,statsbomb,0.5555555555555556,3869253.0
2022-12-05 00:00:00+00:00,Croatia,Japan,False,1,1,3.988,21,7,,0,FIFA World Cup,2022,statsbomb,0.3333333333333333,3869219.0
2022-12-05 00:00:00+00:00,Japan,Croatia,True,1,1,4.203,17,8,,0,FIFA World Cup,2022,statsbomb,0.47058823529411764,3869219.0
2022-12-05 00:00:00+00:00,South Korea,Brazil,False,1,4,0.345,8,6,,0,FIFA World Cup,2022,statsbomb,0.75,3869253.0
2022-12-06 00:00:00+00:00,Portugal,Switzerland,True,6,1,2.284,15,9,,0,FIFA World Cup,2022,statsbomb,0.6,3869254.0
2022-12-06 00:00:00+00:00,Spain,Morocco,False,0,0,2.845,15,3,,0,FIFA World Cup,2022,statsbomb,0.2,3869220.0
2022-12-06 00:00:00+00:00,Morocco,Spain,True,0,0,3.704,10,6,,0,FIFA World Cup,2022,statsbomb,0.6,3869220.0
2022-12-06 00:00:00+00:00,Switzerland,Portugal,False,1,6,1.272,10,3,,0,FIFA World Cup,2022,statsbomb,0.3,3869254.0
2022-12-09 00:00:00+00:00,Brazil,Croatia,False,1,1,4.95,24,14,,0,FIFA World Cup,2022,statsbomb,0.5833333333333334,3869420.0
2022-12-09 00:00:00+00:00,Croatia,Brazil,True,1,1,3.767,13,5,,0,FIFA World Cup,2022,statsbomb,0.38461538461538464,3869420.0
